,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.0078,2.0,2.0,0.0005,2.0,2.0,0.0003,2.0,2.0
1,2.0,0.0022,2.0,2.0,0.0005,2.0,2.0,0.0003,2.0,2.0
2,3.0,0.0025,2.0,2.0,0.0006,2.0,2.0,0.0004,2.0,2.0
3,4.0,0.0022,2.0,2.0,0.0005,2.0,2.0,0.0003,2.0,2.0
4,5.0,0.0023,2.0,2.0,0.0006,2.0,2.0,0.0003,2.0,2.0
5,6.0,0.0018,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
6,7.0,0.0015,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
7,8.0,0.0018,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
8,9.0,0.0015,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
9,10.0,0.0017,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
10,11.0,0.0014,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
11,12.0,0.0013,2.0,2.0,0.0003,2.0,2.0,0.0003,2.0,2.0
12,13.0,0.0011,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
13,14.0,0.0013,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
14,15.0,0.0012,2.0,2.0,0.0002,2.0,2.0,0.0002,2.0,2.0
15,16.0,0.0014,2.0,2.0,0.0003,2.0,3.0,0.0002,2.0,2.0
16,17.0,0.0013,2.0,2.0,0.0004,2.0,2.0,0.0003,2.0,2.0
17,18.0,0.0017,2.0,2.0,0.0004,2.0,2.0,0.0003,2.0,2.0
18,19.0,0.0014,2.0,2.0,0.0003,2.0,2.0,0.0002,2.0,2.0
19,20.0,0.0014,2.0,2.0,0.0004,2.0,2.0,0.0002,2.0,2.0
