,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.0016,5.0,5.0,0.0005,5.0,5.0,0.0004,5.0,5.0
1,2.0,0.001,3.0,3.0,0.0003,3.0,3.0,0.0002,3.0,3.0
2,3.0,0.0013,4.0,6.0,0.0006,4.0,6.0,0.0003,4.0,6.0
3,4.0,0.0014,5.0,4.0,0.0005,5.0,5.0,0.0004,5.0,4.0
4,5.0,0.0014,5.0,6.0,0.0005,5.0,7.0,0.0004,5.0,6.0
5,6.0,0.0012,5.0,5.0,0.0004,5.0,5.0,0.0004,5.0,5.0
6,7.0,0.0012,5.0,5.0,0.0004,5.0,5.0,0.0003,5.0,5.0
7,8.0,0.0014,5.0,5.0,0.0005,5.0,5.0,0.0004,5.0,5.0
8,9.0,0.0013,5.0,5.0,0.0005,5.0,5.0,0.0004,5.0,5.0
9,10.0,0.0012,5.0,5.0,0.0005,5.0,5.0,0.0003,5.0,5.0
10,11.0,0.0014,4.0,6.0,0.0006,4.0,6.0,0.0005,4.0,6.0
11,12.0,0.0014,5.0,6.0,0.0005,5.0,6.0,0.0004,5.0,6.0
12,13.0,0.0013,5.0,5.0,0.0005,5.0,6.0,0.0004,5.0,5.0
13,14.0,0.0013,5.0,5.0,0.0006,5.0,5.0,0.0003,5.0,5.0
14,15.0,0.0011,4.0,4.0,0.0004,4.0,4.0,0.0003,4.0,4.0
15,16.0,0.0012,4.0,4.0,0.0004,4.0,4.0,0.0003,4.0,4.0
16,17.0,0.0011,4.0,4.0,0.0004,4.0,5.0,0.0003,4.0,4.0
17,18.0,0.0011,5.0,4.0,0.0005,5.0,4.0,0.0004,5.0,4.0
18,19.0,0.0014,5.0,4.0,0.0006,5.0,4.0,0.0004,5.0,4.0
19,20.0,0.0014,4.0,6.0,0.0005,4.0,6.0,0.0003,4.0,6.0
20,21.0,0.0012,4.0,5.0,0.0004,4.0,5.0,0.0003,4.0,5.0
21,22.0,0.0011,5.0,5.0,0.0004,5.0,5.0,0.0005,5.0,5.0
22,23.0,0.0011,5.0,4.0,0.0004,5.0,4.0,0.0003,5.0,4.0
23,24.0,0.0012,5.0,4.0,0.0004,5.0,4.0,0.0004,5.0,4.0
24,25.0,0.0013,5.0,7.0,0.0005,5.0,7.0,0.0004,5.0,7.0
25,26.0,0.0012,5.0,6.0,0.0004,5.0,6.0,0.0005,5.0,6.0
26,27.0,0.0015,4.0,6.0,0.0006,4.0,6.0,0.0004,4.0,6.0
27,28.0,0.0013,5.0,5.0,0.0005,5.0,5.0,0.0004,5.0,5.0
28,29.0,0.0013,4.0,5.0,0.0005,4.0,5.0,0.0003,4.0,5.0
29,30.0,0.0014,5.0,4.0,0.0006,5.0,5.0,0.0004,5.0,4.0
30,31.0,0.0014,4.0,6.0,0.0005,4.0,6.0,0.0004,4.0,6.0
31,32.0,0.0015,5.0,4.0,0.0005,5.0,4.0,0.0004,5.0,4.0
32,33.0,0.0012,5.0,5.0,0.0005,5.0,5.0,0.0005,5.0,5.0
33,1.0,0.0018,5.0,5.0,0.0007,5.0,6.0,0.0005,5.0,5.0
34,2.0,0.0019,5.0,5.0,0.0006,5.0,5.0,0.0005,5.0,5.0
35,3.0,0.0018,5.0,6.0,0.0007,5.0,6.0,0.0005,5.0,6.0
36,4.0,0.002,5.0,5.0,0.0007,5.0,5.0,0.0005,5.0,5.0
37,5.0,0.0017,5.0,6.0,0.0007,5.0,7.0,0.0006,5.0,6.0
38,6.0,0.002,5.0,5.0,0.0008,5.0,6.0,0.0005,5.0,5.0
39,7.0,0.0019,4.0,5.0,0.0007,4.0,6.0,0.0005,4.0,5.0
40,8.0,0.0018,5.0,6.0,0.0008,5.0,6.0,0.0005,5.0,6.0
41,9.0,0.0016,5.0,5.0,0.0008,5.0,6.0,0.0004,5.0,5.0
42,10.0,0.0018,5.0,5.0,0.0008,5.0,6.0,0.0006,5.0,5.0
43,11.0,0.0018,5.0,6.0,0.0008,5.0,6.0,0.0005,5.0,6.0
44,12.0,0.0016,5.0,5.0,0.0007,5.0,5.0,0.0005,5.0,5.0
45,13.0,0.002,5.0,5.0,0.0008,5.0,6.0,0.0006,5.0,5.0
46,14.0,0.0019,5.0,6.0,0.0007,5.0,7.0,0.0005,5.0,6.0
47,15.0,0.0022,5.0,5.0,0.0007,5.0,5.0,0.0005,5.0,5.0
48,16.0,0.0022,5.0,6.0,0.001,5.0,6.0,0.0006,5.0,6.0
49,17.0,0.0021,5.0,6.0,0.001,5.0,7.0,0.0005,5.0,6.0
50,18.0,0.002,4.0,6.0,0.0007,4.0,7.0,0.0006,4.0,6.0
51,19.0,0.0039,5.0,6.0,0.0007,5.0,7.0,0.0005,5.0,6.0
52,20.0,0.002,4.0,6.0,0.0007,4.0,6.0,0.0005,4.0,6.0
53,21.0,0.0021,5.0,5.0,0.0007,5.0,6.0,0.0006,5.0,5.0
54,22.0,0.0023,5.0,6.0,0.0009,5.0,7.0,0.0007,5.0,6.0
55,23.0,0.0019,5.0,6.0,0.0007,5.0,6.0,0.0006,5.0,6.0
56,24.0,0.0022,5.0,5.0,0.0007,5.0,5.0,0.0005,5.0,5.0
57,25.0,0.0023,5.0,6.0,0.0009,5.0,6.0,0.0005,5.0,6.0
58,26.0,0.0019,5.0,5.0,0.0007,5.0,6.0,0.0006,5.0,5.0
59,27.0,0.002,5.0,6.0,0.0007,5.0,7.0,0.0005,5.0,6.0
60,28.0,0.0023,4.0,5.0,0.0008,4.0,6.0,0.0004,4.0,5.0
61,29.0,0.0021,5.0,5.0,0.0007,5.0,6.0,0.0004,5.0,5.0
62,30.0,0.002,5.0,5.0,0.0008,5.0,5.0,0.0005,5.0,5.0
63,31.0,0.002,5.0,6.0,0.0008,5.0,6.0,0.0005,5.0,6.0
64,32.0,0.0022,5.0,6.0,0.0009,5.0,6.0,0.0005,5.0,6.0
65,33.0,0.0017,5.0,6.0,0.0006,5.0,6.0,0.0005,5.0,6.0
66,1.0,0.0033,5.0,6.0,0.0012,5.0,8.0,0.0007,5.0,6.0
67,2.0,0.0029,5.0,8.0,0.0011,5.0,8.0,0.0007,5.0,8.0
68,3.0,0.0028,5.0,10.0,0.0011,5.0,10.0,0.0007,5.0,10.0
69,4.0,0.0031,5.0,8.0,0.0012,5.0,9.0,0.0007,5.0,8.0
70,5.0,0.003,5.0,6.0,0.0014,5.0,8.0,0.0007,5.0,6.0
71,6.0,0.0036,5.0,7.0,0.0014,5.0,8.0,0.0008,5.0,7.0
72,7.0,0.0031,5.0,7.0,0.0014,5.0,7.0,0.0007,5.0,7.0
73,8.0,0.0036,5.0,7.0,0.0014,5.0,9.0,0.0007,5.0,7.0
74,9.0,0.0037,5.0,6.0,0.0013,5.0,8.0,0.0008,5.0,6.0
75,10.0,0.0029,5.0,7.0,0.0012,5.0,7.0,0.0008,5.0,7.0
76,11.0,0.0029,5.0,6.0,0.0013,5.0,6.0,0.0009,5.0,6.0
77,12.0,0.0029,5.0,8.0,0.0013,5.0,8.0,0.0008,5.0,8.0
78,13.0,0.0037,5.0,7.0,0.0013,5.0,7.0,0.0009,5.0,7.0
79,14.0,0.0036,5.0,6.0,0.0013,5.0,7.0,0.0009,5.0,6.0
80,15.0,0.0027,5.0,9.0,0.001,5.0,9.0,0.0007,5.0,9.0
81,16.0,0.0031,5.0,7.0,0.0012,5.0,7.0,0.0007,5.0,7.0
82,17.0,0.0036,4.0,7.0,0.0014,4.0,8.0,0.0007,4.0,7.0
83,18.0,0.0035,5.0,7.0,0.0013,5.0,9.0,0.0008,5.0,7.0
84,19.0,0.003,5.0,7.0,0.0012,5.0,8.0,0.0007,5.0,7.0
85,20.0,0.0031,5.0,7.0,0.0013,5.0,8.0,0.0007,5.0,7.0
86,21.0,0.0028,5.0,8.0,0.0011,5.0,8.0,0.0008,5.0,8.0
87,22.0,0.003,5.0,6.0,0.0012,5.0,7.0,0.0008,5.0,6.0
88,23.0,0.003,5.0,7.0,0.0012,5.0,8.0,0.0007,5.0,7.0
